,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
337718,3355404000,"DEBOB, INC.",QUINCY,IL,62301,MERCANTILE BANK,IL,0,5-Nov-99,2000,65,20,1.0,0,0,6305,2,N,N,16-Jul-08,31-Jul-00,"$450,000.00 ",$0.00 ,"$229,784.00 ","$450,000.00 ","$337,500.00 ",False,CHGOFF
653218,6566544000,PPS Color Lab Inc,WEST HEMPSTEAD,NY,11552,UNITY BANK,NJ,812921,7-Aug-03,2003,222,20,1.0,2,20,1,1,0,N,3-Apr-14,31-Oct-03,"$425,000.00 ",$0.00 ,"$253,112.00 ","$425,000.00 ","$318,750.00 ",False,CHGOFF
336948,3349614008,ROYAL RIVER NATURAL FOODS INC,YARMOUTH (CENSUS NAME FOR YARM,ME,4096,BANK OF AMERICA NATL ASSOC,NC,0,4-Nov-99,2000,20,30,1.0,0,0,1,2,0,N,,31-Jan-00,"$75,000.00 ",$0.00 ,$0.00 ,"$75,000.00 ","$37,500.00 ",False,P I F
746083,7770301001,HELLENIC IMPORTING CO INC,STATEN ISLAND,NY,10304,JPMORGAN CHASE BANK NATL ASSOC,OH,0,10-Feb-76,1976,84,2,1.0,0,0,0,0,N,N,5-Feb-99,22-Mar-76,"$100,000.00 ",$0.00 ,"$85,926.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
719470,7490074009,WASHINGTON STREET GRILLE,BELLEVILLE,IL,62223,U.S. BANK NATIONAL ASSOCIATION,CA,722110,2-Jun-04,2004,214,37,1.0,0,0,1,1,N,N,27-Oct-09,2-Jun-05,"$43,500.00 ",$0.00 ,"$39,311.00 ","$45,000.00 ","$33,750.00 ",False,CHGOFF
263772,2845216003,COMPLETE ROOFING SOURCE LLC,BLUE SPRINGS,MO,64015,METCALF BANK,MO,531390,13-Jun-07,2007,58,1,2.0,2,1,1,1,Y,N,,31-Jul-07,"$42,914.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$20,000.00 ",False,P I F
658991,6651674009,BELLE E BUTTONS,YORKTOWN,IN,47396,JPMORGAN CHASE BANK NATL ASSOC,IL,451120,4-Sep-03,2003,54,1,2.0,0,1,1,2,0,N,,30-Sep-03,"$35,000.00 ",$0.00 ,$0.00 ,"$35,000.00 ","$17,500.00 ",False,P I F
603300,5986513008,RAMONA'S LIMITED PARTNERSHIP,TAOS,NM,87571,CENTINEL BANK OF TAOS,NM,722410,5-Oct-93,1994,81,50,2.0,0,0,1,0,N,N,5-Mar-97,31-Jan-94,"$701,085.00 ",$0.00 ,"$682,748.00 ","$811,085.00 ","$689,422.00 ",False,CHGOFF
502306,4863414004,METFAB INC,HOUSTON,TX,77017,WELLS FARGO BANK NATL ASSOC,SD,332999,27-Aug-01,2001,37,10,1.0,0,20,1,1,T,N,,30-Sep-01,"$273,083.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$75,000.00 ",False,P I F
536810,5250044002,THE NEW JERSEY DECORATING EXCH,RIVER EDGE (RIVERSIDE),NJ,7661,VALLEY NATIONAL BANK,NJ,444120,4-Mar-02,2002,27,20,1.0,25,20,1,1,T,N,,31-Jul-02,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$75,000.00 ",False,P I F
871788,9415293008,BAGEL TRAIN INC.,YARLEY,PA,19067,"PNC BANK, NATIONAL ASSOCIATION",PA,0,23-Jul-96,1996,71,2,2.0,0,0,1,0,N,Y,,31-Dec-96,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$80,000.00 ",False,P I F
724494,7538934007,YOOJIN KIM MD PC,NEW YORK,NY,11358,FLUSHING BANK,NY,621111,18-Jun-04,2004,27,5,1.0,0,5,1,1,T,N,,31-Oct-04,"$100,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$75,000.00 ",False,P I F
315148,3174994003,SKY HARBOR INN,PHOENIX,AZ,85018,GE CAP. SMALL BUS. FINAN CORP,TX,0,13-Sep-99,1999,256,30,1.0,30,30,1,1,0,N,11-Sep-06,30-Sep-99,"$2,075,000.00 ",$0.00 ,"$1,933,715.00 ","$2,075,000.00 ","$749,988.00 ",False,CHGOFF
167026,2200165008,Property Solutions,Otsego,MI,49078,"PNC BANK, NATIONAL ASSOCIATION",DE,561730,2-Jan-07,2007,113,2,2.0,2,0,0,1,T,N,,30-Apr-07,"$70,142.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$20,000.00 ",True,P I F
691164,7162764005,"T.J. KAMMERS,INC.",NEWMAN LAKE,WA,99025,BANK OF AMERICA NATL ASSOC,NC,541618,5-Feb-04,2004,4,1,1.0,2,1,1,1,Y,N,,31-Mar-04,"$26,500.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
53410,1409413004,SMYTH'S SUB SHOP,FORT FAIRFIELD,ME,4742,KEYBANK NATIONAL ASSOCIATION,ME,0,5-Aug-82,1982,144,10,1.0,0,0,0,0,N,N,16-Jun-91,16-Feb-83,"$75,300.00 ",$0.00 ,$0.00 ,"$75,300.00 ","$67,770.00 ",False,CHGOFF
307020,3118334010,INLAND JANITORIAL SERVICES,HIGHLAND,CA,92346,COMMUNITY BANK,CA,561720,12-Aug-99,1999,66,23,1.0,0,0,1,1,0,Y,2-Aug-01,31-Aug-99,"$65,000.00 ",$0.00 ,"$63,555.00 ","$65,000.00 ","$52,000.00 ",False,CHGOFF
711530,7401984010,AMERICAN RECYCLED AND WOOD PAL,PORTERSVILLE,PA,16051,"PNC BANK, NATIONAL ASSOCIATION",DE,321920,3-May-04,2004,86,10,1.0,10,10,1,1,0,N,18-Jun-07,31-May-04,"$430,000.00 ",$0.00 ,"$347,646.00 ","$430,000.00 ","$322,500.00 ",False,CHGOFF
326542,3261255009,THE MAVERICK MARKETING GROUP I,HAMILTON,MT,59840,FARMERS STATE BANK,MT,541613,10-Nov-08,2009,62,3,1.0,0,3,0,2,N,N,,30-Nov-08,"$35,000.00 ",$0.00 ,$0.00 ,"$35,000.00 ","$17,500.00 ",False,P I F
334326,3329965007,"Sound Source Productions, Inc.",MADISON,AL,35758,REDSTONE FCU,AL,512110,27-Feb-09,2009,23,3,1.0,0,2,0,2,Y,N,,28-Feb-09,"$84,424.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$25,000.00 ",False,P I F
439400,4263623008,ALPHA & OMEGA COMPANY,LOS ANGELES,CA,90007,FIRST MORTGAGE CORPORATION,UT,0,27-Sep-90,1990,270,32,1.0,0,0,1,0,N,N,8-Feb-97,30-Apr-91,"$960,000.00 ",$0.00 ,"$875,827.00 ","$960,000.00 ","$748,800.00 ",False,CHGOFF
370163,3589156003,JAVIER ALANIS,ABILENE,TX,79606,"FIRST BANK TEXAS, SSB",TX,236220,25-Nov-08,2009,6,7,1.0,0,7,1,1,0,N,,30-Apr-09,"$104,000.00 ",$0.00 ,$0.00 ,"$104,000.00 ","$52,000.00 ",False,P I F
91213,1677864002,ONE STEP AHEAD,SCOTTSDALE,AZ,85258,"READYCAP LENDING, LLC",CA,0,13-Nov-97,1998,61,3,1.0,0,0,1,0,0,N,,30-Nov-97,"$335,000.00 ",$0.00 ,$0.00 ,"$335,000.00 ","$251,250.00 ",False,P I F
836000,8967473007,"PMC/SOLUTIONS, INC.",ALBUQUERQUE,NM,87109,WELLS FARGO BANK NATL ASSOC,SD,0,29-Jan-96,1996,18,27,1.0,0,0,1,0,T,N,,30-Apr-96,"$600,000.00 ",$0.00 ,$0.00 ,"$600,000.00 ","$450,000.00 ",False,P I F
897161,9950963010,ZIEBART TIDYCAR OF BILLINGS,BILLINGS,MT,59102,WESTERN SECURITY BANK,MT,0,7-Feb-97,1997,72,5,2.0,0,0,91350,0,N,N,5-Apr-99,7-Aug-97,"$150,000.00 ",$0.00 ,"$8,437.00 ","$150,000.00 ","$112,500.00 ",False,CHGOFF
661365,6685963004,EVA'S,KENLY,NC,27542,BANK OF AMERICA NATL ASSOC,NC,448120,26-Apr-94,1994,192,3,0.0,0,0,1,0,N,N,18-Mar-96,31-Jul-94,"$80,000.00 ",$0.00 ,"$71,711.00 ","$80,000.00 ","$72,000.00 ",False,CHGOFF
829690,8905714008,MINUTEMAN PRESS,WEST BEND,WI,53095,FARMERS & MERCHANTS STATE BANK,WI,323119,6-Jun-05,2005,178,2,1.0,0,0,1,2,N,N,,31-Aug-05,"$293,000.00 ",$0.00 ,$0.00 ,"$293,000.00 ","$219,750.00 ",True,P I F
452640,4388564003,FOSTER ELECTRIC,CHICAGO,IL,60620,LIBERTY BANK & TRUST COMPANY,LA,235310,22-Mar-01,2001,201,40,2.0,0,0,1,1,N,N,,31-Jul-01,"$400,000.00 ",$0.00 ,$0.00 ,"$400,000.00 ","$300,000.00 ",False,P I F
606774,6024393002,"PENN MAR HARDWARE, INC.",FORESTVILLE,MD,20747,THE COLUMBIA BANK,MD,444130,28-Oct-93,1994,46,20,1.0,0,0,1,0,N,N,7-Mar-01,31-Jan-94,"$250,000.00 ",$0.00 ,"$183,326.00 ","$250,000.00 ","$212,500.00 ",False,CHGOFF
467780,4519353004,KOPPEL & ASSOCIATES,VICTORVILLE,CA,92392,CITIZENS BUSINESS BANK,CA,541110,11-Jul-91,1991,206,13,1.0,0,0,1,0,N,N,30-Jan-02,31-Jul-91,"$360,000.00 ",$0.00 ,"$59,007.00 ","$360,000.00 ","$306,000.00 ",False,CHGOFF
332054,3314044003,"DESERT HILLS, L.P.",EL PASO,TX,79912,FIRST NATIONAL BANK,TX,0,27-Oct-99,2000,136,1,2.0,80,0,1,0,N,C,,31-Dec-99,"$765,000.00 ",$0.00 ,$0.00 ,"$765,000.00 ","$573,750.00 ",False,P I F
368962,3578594008,"EADS, INC",PADUCAH,KY,42003,PADUCAH BK & TR CO,KY,0,9-Feb-00,2000,62,13,1.0,0,0,1,2,0,Y,,29-Feb-00,"$86,300.00 ",$0.00 ,$0.00 ,"$86,300.00 ","$69,040.00 ",False,P I F
229031,2619473003,"KNUTT CHEVROLET, INC.",CANDO,ND,58324,FIRST STATE BANK OF CANDO,ND,0,19-May-86,1986,105,17,1.0,0,0,0,0,N,N,3-Sep-96,3-Jun-86,"$118,500.00 ",$0.00 ,"$8,888.00 ","$118,500.00 ","$94,800.00 ",False,CHGOFF
178860,2274614008,MAISON ESPLANADE GUEST HOUSE,NEW ORLEANS,LA,70116,GE CAP. SMALL BUS. FINAN CORP,TX,0,21-Aug-98,1998,245,2,2.0,0,0,1,0,0,N,17-May-06,31-Aug-98,"$725,000.00 ",$0.00 ,"$404,047.00 ","$725,000.00 ","$531,497.00 ",False,CHGOFF
413362,3995592006,CHARLES MANHARDT MACH SALES IN,BUFFALO,NY,14086,FIRST NIAGARA BANK NATL ASSOC,NY,0,26-Jan-82,1982,86,8,2.0,0,0,0,0,N,N,1-Nov-88,19-Feb-82,"$80,000.00 ",$0.00 ,"$68,821.00 ","$80,000.00 ","$72,000.00 ",False,CHGOFF
656452,6616864001,HULEN HEALTH CLUB,DALLAS,TX,75229,WELLS FARGO BANK NATL ASSOC,TX,713940,22-Aug-03,2003,85,26,1.0,25,26,1,1,0,N,26-Jun-08,30-Sep-03,"$964,900.00 ",$0.00 ,"$947,185.00 ","$964,900.00 ","$723,675.00 ",False,CHGOFF
199751,2408464007,BAYVIEW LODGE,YAKUTAT,AK,99689,WELLS FARGO BANK NATL ASSOC,SD,0,23-Oct-98,1999,250,3,1.0,0,0,1,0,N,N,21-May-08,30-Nov-98,"$279,000.00 ",$0.00 ,"$127,631.00 ","$279,000.00 ","$209,250.00 ",False,CHGOFF
286236,2981985009,1st Choice Health Care Supplie,Webster,NY,14580,MANUFACTURERS & TRADERS TR CO,NY,621999,3-Mar-08,2008,36,3,2.0,2,5,0,1,Y,N,25-May-10,30-Apr-08,"$103,000.00 ",$0.00 ,"$42,000.00 ","$50,000.00 ","$25,000.00 ",True,CHGOFF
165305,2190525004,"Bryan L. Johnson, O.D., P.C. d",TISHOMINGO,OK,73460,BANK OF AMERICA NATL ASSOC,NC,621320,22-Dec-06,2007,60,3,1.0,1,3,0,1,Y,N,9-Jul-13,31-Dec-06,"$35,000.00 ",$0.00 ,"$34,283.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
146816,2072724008,EASY VIDEO,BOUND BROOK,NJ,8805,FULTON BANK OF NEW JERSEY,NJ,532230,20-May-98,1998,81,2,2.0,0,0,26557,0,0,N,6-Mar-03,30-Sep-98,"$70,100.00 ",$0.00 ,"$15,039.00 ","$70,100.00 ","$56,080.00 ",False,CHGOFF
2571,1017124008,"DANKAR, INC.",JOHNSTON,RI,2919,COASTWAY COMMUNITY BANK,RI,0,7-Mar-97,1997,174,2,2.0,0,0,1,0,N,N,28-Mar-03,31-Mar-97,"$80,000.00 ",$0.00 ,"$6,072.00 ","$80,000.00 ","$64,000.00 ",False,CHGOFF
723857,7533264008,AMICI'S DELI & MARKETPLACE,MAHOPAC,NY,10541,"TD BANK, NATIONAL ASSOCIATION",DE,445210,17-Jun-04,2004,41,5,1.0,0,5,1,1,Y,N,,30-Jun-04,"$51,360.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$25,000.00 ",False,P I F
853124,9149493005,COMPUTER RENAISSANCE,TAMPA,FL,33618,SOUTHERN COMM. BANK NATL ASSOC,FL,443120,1-Apr-96,1996,50,4,2.0,0,0,18925,0,N,N,,30-Apr-96,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$80,000.00 ",False,P I F
724702,7541174005,P&G WELDING & FABRICATION SPCL,FLORENCE,KY,41042,"THE BANK OF KENTUCKY, INC",KY,332710,21-Jun-04,2004,145,19,1.0,0,0,1,1,N,N,28-Mar-11,31-Oct-04,"$451,500.00 ",$0.00 ,"$405,355.00 ","$451,500.00 ","$338,625.00 ",False,CHGOFF
863589,9302133010,COPIER CONCEPTS,BURNSVILLE,MN,55337,WELLS FARGO BANK NATL ASSOC,MN,421690,24-May-96,1996,26,8,1.0,0,0,1,0,N,Y,4-Dec-02,31-Jul-96,"$75,000.00 ",$0.00 ,"$29,900.00 ","$75,000.00 ","$60,000.00 ",False,CHGOFF
532367,5191424008,BLAKEMORE WEST ADULT CARE,ELMIRA,NY,14901,COMMUNITY BANK NATL ASSOC,NY,623110,1-Feb-02,2002,257,7,2.0,0,0,1,1,N,N,29-Jul-08,28-Feb-02,"$500,000.00 ",$0.00 ,"$448,970.00 ","$500,000.00 ","$375,000.00 ",False,CHGOFF
515353,4983033006,"TOWNLINE MARINE, INC.",WATERVILET,NY,12189,FEDERAL DEPOSIT INSUR CORP,TX,441222,21-Aug-92,1992,204,6,1.0,0,0,1,0,N,N,7-Apr-98,31-Jan-93,"$300,000.00 ",$0.00 ,"$175,572.00 ","$300,000.00 ","$243,600.00 ",False,CHGOFF
141997,2037125006,American Fiber Rolls and Erros,Los Angeles,CA,90201,WELLS FARGO BANK NATL ASSOC,SD,423990,25-Sep-06,2006,59,21,2.0,0,21,0,1,N,N,,30-Nov-06,"$300,000.00 ",$0.00 ,$0.00 ,"$300,000.00 ","$150,000.00 ",False,P I F
172028,2231425006,Columbus Nails,DOBBS FERRY,NY,10522,BANK OF AMERICA NATL ASSOC,NC,812113,22-Jan-07,2007,36,5,1.0,3,5,0,1,N,N,,31-Jan-07,"$80,000.00 ",$0.00 ,$0.00 ,"$80,000.00 ","$40,000.00 ",False,P I F
372327,3607694003,"PARAGON MACHINE, INC.",STEGER,IN,60475,CENTIER BANK,IN,0,29-Feb-00,2000,90,4,1.0,0,0,1,1,N,N,7-May-08,31-May-00,"$215,000.00 ",$0.00 ,"$72,636.00 ","$215,000.00 ","$161,250.00 ",False,CHGOFF
729372,7589454005,"PATRIOT SERVICES, INC.",INDUSTRY,PA,15052,ESB BANK,PA,235110,8-Jul-04,2004,72,6,1.0,0,0,1,1,0,Y,16-Feb-11,31-Aug-04,"$92,700.00 ",$0.00 ,"$43,932.00 ","$92,700.00 ","$78,795.00 ",False,CHGOFF
306872,3117265007,"FlyWater, inc.",Fort Collins,CO,80528,WELLS FARGO BANK NATL ASSOC,SD,541330,6-Jun-08,2008,61,2,1.0,6,0,0,1,N,N,,31-Mar-09,"$61,100.00 ",$0.00 ,$0.00 ,"$61,100.00 ","$51,935.00 ",False,P I F
173724,2241795005,Isis Development LLC,KATY,TX,77450,BANK OF AMERICA NATL ASSOC,NC,451110,26-Jan-07,2007,60,4,2.0,0,4,0,1,N,N,9-Mar-09,31-Jan-07,"$65,000.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
31220,1235395002,Giungla-Arte Corporation,SAN FRANCISCO,CA,94103,BANK OF AMERICA NATL ASSOC,NC,424990,17-Mar-05,2005,36,1,2.0,0,1,1,1,N,N,9-Apr-09,31-Mar-05,"$8,000.00 ",$0.00 ,"$5,113.00 ","$8,000.00 ","$4,000.00 ",False,CHGOFF
677103,6956614003,AUDIO IMAGES SOUND & LIGHTING,ROCHESTER,NY,14621,MANUFACTURERS & TRADERS TR CO,NY,532490,24-Nov-03,2004,6,2,1.0,0,0,1,1,N,N,,31-Dec-03,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$75,000.00 ",False,P I F
307608,3122135008,"Katy Leadbetter, Limited Liabi",BARRE,VT,5641,CITIZENS BANK NATL ASSOC,RI,621498,11-Jun-08,2008,54,1,1.0,0,1,0,1,N,N,,31-Aug-08,"$15,000.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
855684,9185524005,AMERICAN FREEDOM CONSTRUCTION,GRAHAM,WA,98338,KEYBANK NATIONAL ASSOCIATION,OH,484220,20-Oct-05,2006,98,3,2.0,0,3,1,1,0,N,,31-Oct-05,"$225,000.00 ",$0.00 ,$0.00 ,"$225,000.00 ","$168,750.00 ",False,P I F
105516,1775624004,GRAPHPACK PACKAGING & DISPLAYS,LAWRENCE,MA,1840,BANK OF AMERICA NATL ASSOC,RI,322211,8-Jan-98,1998,92,4,2.0,0,0,1,0,0,N,,31-Jul-98,"$170,000.00 ",$0.00 ,$0.00 ,"$170,000.00 ","$127,500.00 ",False,P I F
759894,7958894004,CKB LANDSCAPING,FORT VALLEY,GA,30130,BRANCH BK. & TR CO,NC,561730,19-Oct-04,2005,36,15,1.0,0,15,1,2,0,N,,28-Feb-05,"$250,000.00 ",$0.00 ,$0.00 ,"$250,000.00 ","$187,500.00 ",False,P I F
277572,2927333009,CENTER POINT CONSTRUCTION INC,OLATHE,KS,66016,UNION BANK,MO,0,15-Jun-87,1987,60,3,1.0,0,0,0,0,N,N,24-Sep-93,22-Jul-87,"$100,000.00 ",$0.00 ,"$86,200.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
251617,2769526010,THE MILESTONE RESTAURANT COMPA,WAVERLY,PA,18471,PEOPLES SECURITY BK & TR CO,PA,722110,25-Apr-07,2007,87,28,1.0,28,0,1,1,0,N,21-Nov-11,31-Aug-07,"$222,000.00 ",$0.00 ,"$203,141.00 ","$222,000.00 ","$166,500.00 ",False,CHGOFF
828883,8893834000,MED-EQUIP SUPPLY,BURLESON,TX,76028,STATE BANK OF TEXAS,TX,621610,27-May-05,2005,41,17,1.0,17,17,1,1,0,N,20-Apr-09,30-Jun-05,"$750,000.00 ",$0.00 ,"$687,965.00 ","$750,000.00 ","$562,500.00 ",False,CHGOFF
199767,2408546010,GENESIS MEDICAL SPA LLC,MUNCIE,IN,46061,STAR FINANCIAL BANK,IN,621498,13-Sep-06,2006,36,6,2.0,5,0,1,1,0,N,14-May-10,30-Sep-06,"$200,000.00 ",$0.00 ,"$170,091.00 ","$200,000.00 ","$100,000.00 ",False,CHGOFF
158228,2148246006,BUSINESS CARDS TOMORROW,CHANDLER,AZ,85248,BANCO POPULAR NORTH AMERICA,NY,323110,14-Jun-06,2006,90,17,1.0,0,17,10648,1,0,N,1-Dec-09,31-Jul-06,"$466,000.00 ",$0.00 ,"$188,468.00 ","$466,000.00 ","$349,500.00 ",False,CHGOFF
547204,5367914007,DIMASSI,HOUSTON,TX,77005,COMERICA BANK,TX,722110,29-Apr-02,2002,28,14,1.0,3,14,1,1,0,N,,30-Jun-02,"$405,000.00 ",$0.00 ,$0.00 ,"$405,000.00 ","$303,750.00 ",False,P I F
836726,8973654005,SELECT CARPENTRY & COMPONENTS,MINNEAPOLIS,MN,55405,BEACON BANK,MN,238130,8-Jul-05,2005,36,39,1.0,0,39,1,1,Y,N,27-Jul-10,30-Nov-05,"$845,000.00 ",$0.00 ,"$208,221.00 ","$350,000.00 ","$175,000.00 ",True,CHGOFF
67196,1507225002,Wayne Clemente Enterrprises In,WEST PALM BEACH,FL,33411,BANK OF AMERICA NATL ASSOC,NC,621111,20-Oct-05,2006,60,1,1.0,0,1,0,1,T,N,19-Apr-08,31-Jan-06,"$10,000.00 ",$0.00 ,"$9,348.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
156559,2138123002,HERITAGE TRAILS INC.,JOLIET,IL,60435,FIRST MIDWEST BANK,IL,0,3-Jan-85,1985,78,61,1.0,0,0,0,0,N,N,17-Jan-90,25-Feb-85,"$350,000.00 ",$0.00 ,"$359,639.00 ","$350,000.00 ","$287,000.00 ",False,CHGOFF
132461,1966894007,AMERICAN PORTERS INC,LUBBOCK,TX,79464,FIRST BANK & TRUST COMPANY,TX,0,8-Apr-98,1998,42,200,1.0,0,0,1,0,N,N,1-Jul-02,31-May-98,"$385,000.00 ",$0.00 ,"$236,887.00 ","$385,000.00 ","$288,750.00 ",False,CHGOFF
682127,7038464001,JT-DESIGNS,VISTA,CA,92084,PACIFIC WESTERN BANK,CA,332111,16-Dec-03,2004,98,4,1.0,1,4,1,1,0,N,,29-Feb-04,"$263,100.00 ",$0.00 ,$0.00 ,"$263,100.00 ","$197,325.00 ",False,P I F
643377,6425283005,"G.S. OIL, INC.",ROY,MT,59471,FIRST BK OF MONTANA A DIVISION,MT,0,23-Mar-94,1994,212,7,1.0,0,0,1,0,N,N,,30-Apr-94,"$200,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","$174,000.00 ",False,P I F
302167,3087683010,PROFESSIONAL REALTY GROUP,MODESTO,CA,95350,U.S. BANK NATIONAL ASSOCIATION,OH,0,22-Dec-87,1988,227,16,2.0,0,0,0,0,N,N,31-Jul-95,22-Jan-88,"$260,000.00 ",$0.00 ,"$42,684.00 ","$260,000.00 ","$221,000.00 ",False,CHGOFF
130395,1951516009,JANE BOATMAN GELLER CO,INDIANAPOLIS,IN,46220,BUSEY BANK,IL,511199,5-May-06,2006,24,22,1.0,2,20,1,1,Y,N,,31-May-06,"$714,592.00 ",$0.00 ,$0.00 ,"$250,000.00 ","$125,000.00 ",False,P I F
324135,3240094003,ASSEMBLE,CRYSTAL LAKE,IL,60014,BANK OF AMERICA NATL ASSOC,IL,448120,8-Oct-99,2000,71,3,2.0,3,3,1,1,Y,N,,31-Dec-00,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$25,000.00 ",False,P I F
621505,6174814010,AUSTRALIAN COURTWORKS INC,BRANDON,MS,39042,TRUSTMARK NATIONAL BANK,MS,235990,17-Mar-03,2003,49,7,1.0,0,7,1,2,Y,N,,30-Apr-03,"$50,400.00 ",$0.00 ,$0.00 ,"$50,400.00 ","$25,200.00 ",False,P I F
155927,2134135000,"Chamberlain Farms, LLC",Mount Airy,NC,27030,SURREY BANK & TRUST,NC,484230,20-Nov-06,2007,24,2,2.0,0,2,0,1,N,N,,30-Nov-06,"$24,000.00 ",$0.00 ,$0.00 ,"$24,000.00 ","$20,400.00 ",False,P I F
653461,6570294000,EXPRESSO MUNDO,BINGHAMTON,NY,13905,MANUFACTURERS & TRADERS TR CO,NY,722213,8-Aug-03,2003,70,5,2.0,0,0,1,2,0,Y,,29-Feb-04,"$85,000.00 ",$0.00 ,$0.00 ,"$85,000.00 ","$72,250.00 ",False,P I F
808105,8659911003,VANCE CRANE & SON,INTERLAKEN,NY,14847,TOMPKINS TRUST COMPANY,NY,0,27-Oct-78,1979,4,6,1.0,0,0,0,0,N,N,25-Apr-91,1-Dec-78,"$52,000.00 ",$0.00 ,"$7,018.00 ","$52,000.00 ","$44,980.00 ",False,CHGOFF
381901,3685323007,TRINITY PINES-THE CHILDRENS PL,IDYLLWILD,CA,92349,BANK OF AMERICA CALIFORNIA N.A,CA,624410,21-Dec-89,1990,259,2,2.0,0,0,1,0,N,N,10-May-96,31-Jul-90,"$340,000.00 ",$0.00 ,"$48,823.00 ","$340,000.00 ","$289,000.00 ",False,CHGOFF
449328,4359114009,GEMINI EXPLORATIONS INC,SHREVEPORT,LA,71104,1ST NATL BK OF HUGHES SPRINGS,TX,211111,13-Mar-01,2001,83,9,1.0,0,0,1,1,N,N,,31-May-01,"$1,000,000.00 ",$0.00 ,$0.00 ,"$1,000,000.00 ","$750,000.00 ",False,P I F
54072,1414054004,THE BUDGET HUT INC.,CARY,NC,27513,BANK OF AMERICA NATL ASSOC,MD,0,14-Jul-97,1997,11,3,2.0,0,0,1,0,0,N,11-Sep-03,31-Oct-97,"$60,000.00 ",$0.00 ,"$28,848.00 ","$60,000.00 ","$30,000.00 ",False,CHGOFF
885718,9705803004,EL RODEO,FAIRMONT,MN,56031,FIRST FARMERS & MERCHANTS NATL,MN,0,29-Oct-96,1997,97,20,1.0,0,0,1,0,N,N,30-Jan-01,31-Dec-96,"$165,000.00 ",$0.00 ,"$112,678.00 ","$165,000.00 ","$123,750.00 ",False,CHGOFF
295182,3042664007,"BMC ONLINE, INC.",COLUMBIA,MD,21045,THE COLUMBIA BANK,MD,0,30-Jun-99,1999,39,12,2.0,0,0,1,1,N,N,20-Jul-11,31-Dec-99,"$38,000.00 ",$0.00 ,"$23,755.00 ","$38,000.00 ","$28,500.00 ",False,CHGOFF
304212,3100296005,PLAY N TRADE,RALEIGH,NC,27613,COMMUNITY W. BANK NATL ASSOC,CA,451120,14-Dec-07,2008,112,3,2.0,1,2,65152,1,0,N,18-Jun-10,31-Jan-08,"$174,000.00 ",$0.00 ,"$169,425.00 ","$174,000.00 ","$130,500.00 ",True,CHGOFF
362947,3533215002,Protek Construction Inc.,KINGMAN,AZ,86402,STEARNS BK NATL ASSOC,MN,238110,23-Jul-09,2009,75,15,1.0,10,15,0,1,N,N,11-Apr-12,29-Jul-09,"$35,000.00 ",$0.00 ,"$28,004.00 ","$35,000.00 ","$35,000.00 ",False,CHGOFF
874488,9450331010,"ALL AMERICAN SURVEYORS, INC",JACKSONVILLE,FL,32217,BANK OF AMERICA NATL ASSOC,FL,0,7-Mar-80,1980,126,10,1.0,0,0,0,0,N,N,8-May-89,17-Mar-80,"$60,000.00 ",$0.00 ,"$38,300.00 ","$60,000.00 ","$54,000.00 ",False,CHGOFF
328596,3280763001,HIGH COUNTRY AUTO SALES,LOVELAND,CO,80537,FIRST COMMERCIAL CAPITAL,TX,441120,8-Aug-88,1988,281,3,1.0,0,0,0,0,N,N,8-Apr-91,31-Jan-89,"$200,000.00 ",$0.00 ,"$58,432.00 ","$200,000.00 ","$170,000.00 ",False,CHGOFF
156826,2139554000,THE MUSCLE FACTORY,RHINELANDER,WI,54501,"M&I, A BRANCH OF",WI,713940,17-Jun-98,1998,112,1,2.0,0,0,1,0,N,N,3-Oct-08,17-Jun-99,"$125,000.00 ",$0.00 ,"$120,625.00 ","$125,000.00 ","$93,750.00 ",False,CHGOFF
